time,x_2dot,x_dot,x,z_2dot,z_dot,z,slip_ratio,F_DP,F_z,h
1.639,4.75156e-06,0.0655584,0.0965976,1.58957e-07,-2.18841e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.64,4.7173e-06,0.0655584,0.0966632,1.5781e-07,-2.17262e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.641,4.68328e-06,0.0655584,0.0967288,1.56672e-07,-2.15696e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.642,4.64951e-06,0.0655584,0.0967943,1.55543e-07,-2.1414e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.643,4.61598e-06,0.0655584,0.0968599,1.54421e-07,-2.12596e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.644,4.58269e-06,0.0655584,0.0969254,1.53308e-07,-2.11063e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.645,4.54964e-06,0.0655584,0.096991,1.52202e-07,-2.09541e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.646,4.51684e-06,0.0655584,0.0970566,1.51104e-07,-2.0803e-08,0.000450114,0.344416,0.704155,3.9934,0.00210343
1.647,4.48426e-06,0.0655584,0.0971221,1.50015e-07,-2.0653e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.648,4.45193e-06,0.0655584,0.0971877,1.48933e-07,-2.0504e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.649,4.41982e-06,0.0655584,0.0972532,1.47859e-07,-2.03562e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.65,4.38795e-06,0.0655584,0.0973188,1.46793e-07,-2.02094e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.651,4.35631e-06,0.0655584,0.0973843,1.45734e-07,-2.00637e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.652,4.32489e-06,0.0655584,0.0974499,1.44683e-07,-1.9919e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.653,4.2937e-06,0.0655584,0.0975155,1.4364e-07,-1.97753e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.654,4.26274e-06,0.0655584,0.097581,1.42604e-07,-1.96327e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.655,4.232e-06,0.0655584,0.0976466,1.41576e-07,-1.94912e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.656,4.20148e-06,0.0655584,0.0977121,1.40555e-07,-1.93506e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.657,4.17119e-06,0.0655584,0.0977777,1.39542e-07,-1.92111e-08,0.000450114,0.344416,0.704154,3.9934,0.00210343
1.658,4.14111e-06,0.0655585,0.0978433,1.38535e-07,-1.90725e-08,0.000450114,0.344415,0.704154,3.9934,0.00210343
1.659,4.11124e-06,0.0655585,0.0979088,1.37536e-07,-1.8935e-08,0.000450114,0.344415,0.704154,3.9934,0.00210343
1.66,4.0816e-06,0.0655585,0.0979744,1.36545e-07,-1.87984e-08,0.000450114,0.344415,0.704153,3.9934,0.00210343
1.661,4.05216e-06,0.0655585,0.0980399,1.3556e-07,-1.86629e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.662,4.02294e-06,0.0655585,0.0981055,1.34582e-07,-1.85283e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.663,3.99393e-06,0.0655585,0.098171,1.33612e-07,-1.83947e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.664,3.96513e-06,0.0655585,0.0982366,1.32648e-07,-1.8262e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.665,3.93654e-06,0.0655585,0.0983022,1.31692e-07,-1.81304e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.666,3.90815e-06,0.0655585,0.0983677,1.30742e-07,-1.79996e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.667,3.87997e-06,0.0655585,0.0984333,1.29799e-07,-1.78698e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.668,3.85199e-06,0.0655585,0.0984988,1.28863e-07,-1.77409e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.669,3.82421e-06,0.0655585,0.0985644,1.27934e-07,-1.7613e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.67,3.79663e-06,0.0655585,0.09863,1.27012e-07,-1.7486e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.671,3.76925e-06,0.0655585,0.0986955,1.26096e-07,-1.73599e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.672,3.74207e-06,0.0655585,0.0987611,1.25186e-07,-1.72347e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.673,3.71509e-06,0.0655585,0.0988266,1.24284e-07,-1.71104e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.674,3.6883e-06,0.0655585,0.0988922,1.23387e-07,-1.6987e-08,0.000450113,0.344415,0.704153,3.9934,0.00210343
1.675,3.6617e-06,0.0655585,0.0989577,1.22498e-07,-1.68645e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.676,3.63529e-06,0.0655585,0.0990233,1.21614e-07,-1.67429e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.677,3.60908e-06,0.0655585,0.0990889,1.20737e-07,-1.66222e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.678,3.58305e-06,0.0655585,0.0991544,1.19867e-07,-1.65023e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.679,3.55721e-06,0.0655585,0.09922,1.19002e-07,-1.63833e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.68,3.53156e-06,0.0655585,0.0992855,1.18144e-07,-1.62652e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.681,3.5061e-06,0.0655585,0.0993511,1.17292e-07,-1.61479e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.682,3.48081e-06,0.0655585,0.0994167,1.16446e-07,-1.60314e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.683,3.45571e-06,0.0655585,0.0994822,1.15607e-07,-1.59158e-08,0.000450113,0.344415,0.704152,3.9934,0.00210343
1.684,3.43079e-06,0.0655586,0.0995478,1.14773e-07,-1.58011e-08,0.000450113,0.344414,0.704152,3.9934,0.00210343
1.685,3.40605e-06,0.0655586,0.0996133,1.13945e-07,-1.56871e-08,0.000450113,0.344414,0.704152,3.9934,0.00210343
1.686,3.38149e-06,0.0655586,0.0996789,1.13124e-07,-1.5574e-08,0.000450113,0.344414,0.704152,3.9934,0.00210343
1.687,3.3571e-06,0.0655586,0.0997444,1.12308e-07,-1.54617e-08,0.000450113,0.344414,0.704152,3.9934,0.00210343
1.688,3.3329e-06,0.0655586,0.09981,1.11498e-07,-1.53502e-08,0.000450113,0.344414,0.704152,3.9934,0.00210343
1.689,3.30886e-06,0.0655586,0.0998756,1.10694e-07,-1.52395e-08,0.000450113,0.344414,0.704152,3.9934,0.00210343
1.69,3.285e-06,0.0655586,0.0999411,1.09896e-07,-1.51296e-08,0.000450113,0.344414,0.704152,3.9934,0.00210343
1.691,3.26131e-06,0.0655586,0.100007,1.09103e-07,-1.50205e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.692,3.23779e-06,0.0655586,0.100072,1.08317e-07,-1.49122e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.693,3.21444e-06,0.0655586,0.100138,1.07536e-07,-1.48046e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.694,3.19126e-06,0.0655586,0.100203,1.0676e-07,-1.46979e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.695,3.16825e-06,0.0655586,0.100269,1.0599e-07,-1.45919e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.696,3.1454e-06,0.0655586,0.100334,1.05226e-07,-1.44867e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.697,3.12272e-06,0.0655586,0.1004,1.04467e-07,-1.43822e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.698,3.1002e-06,0.0655586,0.100466,1.03714e-07,-1.42785e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.699,3.07785e-06,0.0655586,0.100531,1.02966e-07,-1.41755e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.7,3.05565e-06,0.0655586,0.100597,1.02223e-07,-1.40733e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.701,3.03362e-06,0.0655586,0.100662,1.01486e-07,-1.39718e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.702,3.01174e-06,0.0655586,0.100728,1.00754e-07,-1.38711e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.703,2.99002e-06,0.0655586,0.100793,1.00028e-07,-1.3771e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.704,2.96846e-06,0.0655586,0.100859,9.93065e-08,-1.36717e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.705,2.94705e-06,0.0655586,0.100925,9.85904e-08,-1.35731e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.706,2.9258e-06,0.0655586,0.10099,9.78794e-08,-1.34753e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.707,2.9047e-06,0.0655586,0.101056,9.71736e-08,-1.33781e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.708,2.88376e-06,0.0655586,0.101121,9.64728e-08,-1.32816e-08,0.000450113,0.344414,0.704151,3.9934,0.00210343
1.709,2.86296e-06,0.0655586,0.101187,9.57772e-08,-1.31858e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.71,2.84231e-06,0.0655586,0.101252,9.50865e-08,-1.30907e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.711,2.82182e-06,0.0655586,0.101318,9.44008e-08,-1.29963e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.712,2.80147e-06,0.0655586,0.101383,9.37201e-08,-1.29026e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.713,2.78127e-06,0.0655586,0.101449,9.30442e-08,-1.28096e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.714,2.76121e-06,0.0655586,0.101515,9.23733e-08,-1.27172e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.715,2.7413e-06,0.0655586,0.10158,9.17071e-08,-1.26255e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.716,2.72153e-06,0.0655586,0.101646,9.10458e-08,-1.25345e-08,0.000450113,0.344414,0.70415,3.9934,0.00210343
1.717,2.7019e-06,0.0655587,0.101711,9.03893e-08,-1.24441e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.718,2.68242e-06,0.0655587,0.101777,8.97375e-08,-1.23543e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.719,2.66308e-06,0.0655587,0.101842,8.90903e-08,-1.22652e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.72,2.64387e-06,0.0655587,0.101908,8.84479e-08,-1.21768e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.721,2.62481e-06,0.0655587,0.101973,8.78101e-08,-1.2089e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.722,2.60588e-06,0.0655587,0.102039,8.71768e-08,-1.20018e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.723,2.58709e-06,0.0655587,0.102105,8.65482e-08,-1.19153e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.724,2.56843e-06,0.0655587,0.10217,8.59241e-08,-1.18293e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.725,2.54991e-06,0.0655587,0.102236,8.53045e-08,-1.1744e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.726,2.53152e-06,0.0655587,0.102301,8.46893e-08,-1.16593e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.727,2.51327e-06,0.0655587,0.102367,8.40786e-08,-1.15753e-08,0.000450113,0.344413,0.70415,3.9934,0.00210343
1.728,2.49514e-06,0.0655587,0.102432,8.34723e-08,-1.14918e-08,0.000450112,0.344413,0.70415,3.9934,0.00210343
1.729,2.47715e-06,0.0655587,0.102498,8.28704e-08,-1.14089e-08,0.000450112,0.344413,0.70415,3.9934,0.00210343
1.73,2.45929e-06,0.0655587,0.102563,8.22728e-08,-1.13266e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.731,2.44155e-06,0.0655587,0.102629,8.16795e-08,-1.1245e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.732,2.42394e-06,0.0655587,0.102695,8.10905e-08,-1.11639e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.733,2.40646e-06,0.0655587,0.10276,8.05057e-08,-1.10834e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.734,2.38911e-06,0.0655587,0.102826,7.99252e-08,-1.10034e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.735,2.37188e-06,0.0655587,0.102891,7.93488e-08,-1.09241e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.736,2.35478e-06,0.0655587,0.102957,7.87766e-08,-1.08453e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.737,2.3378e-06,0.0655587,0.103022,7.82085e-08,-1.07671e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.738,2.32094e-06,0.0655587,0.103088,7.76445e-08,-1.06895e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.739,2.3042e-06,0.0655587,0.103153,7.70846e-08,-1.06124e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.74,2.28759e-06,0.0655587,0.103219,7.65287e-08,-1.05358e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.741,2.27109e-06,0.0655587,0.103285,7.59769e-08,-1.04599e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.742,2.25471e-06,0.0655587,0.10335,7.5429e-08,-1.03844e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.743,2.23845e-06,0.0655587,0.103416,7.48851e-08,-1.03096e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.744,2.22231e-06,0.0655587,0.103481,7.4345e-08,-1.02352e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.745,2.20628e-06,0.0655587,0.103547,7.38089e-08,-1.01614e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.746,2.19037e-06,0.0655587,0.103612,7.32767e-08,-1.00881e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.747,2.17458e-06,0.0655587,0.103678,7.27483e-08,-1.00154e-08,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.748,2.1589e-06,0.0655587,0.103744,7.22236e-08,-9.94315e-09,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.749,2.14333e-06,0.0655587,0.103809,7.17028e-08,-9.87145e-09,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.75,2.12787e-06,0.0655587,0.103875,7.11858e-08,-9.80027e-09,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.751,2.11253e-06,0.0655587,0.10394,7.06724e-08,-9.72959e-09,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.752,2.09729e-06,0.0655587,0.104006,7.01628e-08,-9.65943e-09,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.753,2.08217e-06,0.0655587,0.104071,6.96568e-08,-9.58977e-09,0.000450112,0.344413,0.704149,3.9934,0.00210343
1.754,2.06715e-06,0.0655587,0.104137,6.91545e-08,-9.52062e-09,0.000450112,0.344413,0.704148,3.9934,0.00210343
1.755,2.05225e-06,0.0655587,0.104202,6.86558e-08,-9.45196e-09,0.000450112,0.344413,0.704148,3.9934,0.00210343
1.756,2.03745e-06,0.0655587,0.104268,6.81607e-08,-9.3838e-09,0.000450112,0.344413,0.704148,3.9934,0.00210343
1.757,2.02276e-06,0.0655587,0.104334,6.76692e-08,-9.31613e-09,0.000450112,0.344413,0.704148,3.9934,0.00210343
1.758,2.00817e-06,0.0655587,0.104399,6.71812e-08,-9.24895e-09,0.000450112,0.344413,0.704148,3.9934,0.00210343
1.759,1.99369e-06,0.0655587,0.104465,6.66968e-08,-9.18226e-09,0.000450112,0.344413,0.704148,3.9934,0.00210343
1.76,1.97931e-06,0.0655588,0.10453,6.62158e-08,-9.11604e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.761,1.96504e-06,0.0655588,0.104596,6.57383e-08,-9.0503e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.762,1.95087e-06,0.0655588,0.104661,6.52642e-08,-8.98504e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.763,1.9368e-06,0.0655588,0.104727,6.47936e-08,-8.92024e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.764,1.92283e-06,0.0655588,0.104792,6.43264e-08,-8.85592e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.765,1.90897e-06,0.0655588,0.104858,6.38625e-08,-8.79205e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.766,1.8952e-06,0.0655588,0.104924,6.3402e-08,-8.72865e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.767,1.88153e-06,0.0655588,0.104989,6.29447e-08,-8.66571e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.768,1.86796e-06,0.0655588,0.105055,6.24908e-08,-8.60322e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.769,1.85449e-06,0.0655588,0.10512,6.20402e-08,-8.54118e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.77,1.84112e-06,0.0655588,0.105186,6.15928e-08,-8.47958e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.771,1.82784e-06,0.0655588,0.105251,6.11486e-08,-8.41844e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.772,1.81466e-06,0.0655588,0.105317,6.07077e-08,-8.35773e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.773,1.80158e-06,0.0655588,0.105382,6.02699e-08,-8.29746e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.774,1.78859e-06,0.0655588,0.105448,5.98353e-08,-8.23762e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.775,1.77569e-06,0.0655588,0.105514,5.94038e-08,-8.17822e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.776,1.76288e-06,0.0655588,0.105579,5.89754e-08,-8.11924e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.777,1.75017e-06,0.0655588,0.105645,5.85501e-08,-8.06069e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.778,1.73755e-06,0.0655588,0.10571,5.81279e-08,-8.00256e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.779,1.72502e-06,0.0655588,0.105776,5.77088e-08,-7.94486e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.78,1.71258e-06,0.0655588,0.105841,5.72926e-08,-7.88756e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.781,1.70023e-06,0.0655588,0.105907,5.68794e-08,-7.83068e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.782,1.68797e-06,0.0655588,0.105973,5.64693e-08,-7.77421e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.783,1.6758e-06,0.0655588,0.106038,5.60621e-08,-7.71815e-09,0.000450112,0.344412,0.704148,3.9934,0.00210343
1.784,1.66371e-06,0.0655588,0.106104,5.56578e-08,-7.6625e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.785,1.65171e-06,0.0655588,0.106169,5.52564e-08,-7.60724e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.786,1.6398e-06,0.0655588,0.106235,5.48579e-08,-7.55238e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.787,1.62798e-06,0.0655588,0.1063,5.44624e-08,-7.49792e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.788,1.61624e-06,0.0655588,0.106366,5.40696e-08,-7.44385e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.789,1.60458e-06,0.0655588,0.106431,5.36797e-08,-7.39017e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.79,1.59301e-06,0.0655588,0.106497,5.32926e-08,-7.33688e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.791,1.58152e-06,0.0655588,0.106563,5.29083e-08,-7.28397e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.792,1.57012e-06,0.0655588,0.106628,5.25268e-08,-7.23144e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.793,1.5588e-06,0.0655588,0.106694,5.2148e-08,-7.17929e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.794,1.54756e-06,0.0655588,0.106759,5.17719e-08,-7.12752e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.795,1.5364e-06,0.0655588,0.106825,5.13986e-08,-7.07612e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.796,1.52532e-06,0.0655588,0.10689,5.10279e-08,-7.02509e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.797,1.51432e-06,0.0655588,0.106956,5.066e-08,-6.97444e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.798,1.5034e-06,0.0655588,0.107021,5.02946e-08,-6.92414e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.799,1.49256e-06,0.0655588,0.107087,4.9932e-08,-6.87421e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.8,1.48179e-06,0.0655588,0.107153,4.95719e-08,-6.82464e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.801,1.47111e-06,0.0655588,0.107218,4.92144e-08,-6.77542e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.802,1.4605e-06,0.0655588,0.107284,4.88595e-08,-6.72656e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.803,1.44997e-06,0.0655588,0.107349,4.85072e-08,-6.67806e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.804,1.43951e-06,0.0655588,0.107415,4.81574e-08,-6.6299e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.805,1.42913e-06,0.0655588,0.10748,4.78101e-08,-6.58209e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.806,1.41882e-06,0.0655588,0.107546,4.74653e-08,-6.53462e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.807,1.40859e-06,0.0655588,0.107611,4.7123e-08,-6.4875e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.808,1.39843e-06,0.0655588,0.107677,4.67832e-08,-6.44072e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.809,1.38835e-06,0.0655588,0.107743,4.64458e-08,-6.39427e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.81,1.37834e-06,0.0655588,0.107808,4.61109e-08,-6.34816e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.811,1.3684e-06,0.0655588,0.107874,4.57784e-08,-6.30238e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.812,1.35853e-06,0.0655588,0.107939,4.54483e-08,-6.25693e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.813,1.34873e-06,0.0655588,0.108005,4.51205e-08,-6.21181e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.814,1.33901e-06,0.0655588,0.10807,4.47951e-08,-6.16702e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.815,1.32935e-06,0.0655588,0.108136,4.44721e-08,-6.12255e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.816,1.31976e-06,0.0655588,0.108202,4.41514e-08,-6.07839e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.817,1.31025e-06,0.0655588,0.108267,4.3833e-08,-6.03456e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.818,1.3008e-06,0.0655588,0.108333,4.35169e-08,-5.99104e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.819,1.29142e-06,0.0655588,0.108398,4.32031e-08,-5.94784e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.82,1.28211e-06,0.0655588,0.108464,4.28916e-08,-5.90495e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.821,1.27286e-06,0.0655588,0.108529,4.25823e-08,-5.86237e-09,0.000450112,0.344412,0.704147,3.9934,0.00210343
1.822,1.26368e-06,0.0655588,0.108595,4.22752e-08,-5.82009e-09,0.000450112,0.344412,0.704146,3.9934,0.00210343
1.823,1.25457e-06,0.0655589,0.10866,4.19703e-08,-5.77812e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.824,1.24552e-06,0.0655589,0.108726,4.16677e-08,-5.73645e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.825,1.23654e-06,0.0655589,0.108792,4.13672e-08,-5.69509e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.826,1.22762e-06,0.0655589,0.108857,4.10689e-08,-5.65402e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.827,1.21877e-06,0.0655589,0.108923,4.07727e-08,-5.61324e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.828,1.20998e-06,0.0655589,0.108988,4.04787e-08,-5.57277e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.829,1.20126e-06,0.0655589,0.109054,4.01868e-08,-5.53258e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.83,1.19259e-06,0.0655589,0.109119,3.9897e-08,-5.49268e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.831,1.18399e-06,0.0655589,0.109185,3.96093e-08,-5.45307e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.832,1.17545e-06,0.0655589,0.10925,3.93237e-08,-5.41375e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.833,1.16698e-06,0.0655589,0.109316,3.90401e-08,-5.37471e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.834,1.15856e-06,0.0655589,0.109382,3.87586e-08,-5.33595e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.835,1.15021e-06,0.0655589,0.109447,3.84791e-08,-5.29747e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.836,1.14191e-06,0.0655589,0.109513,3.82016e-08,-5.25927e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.837,1.13368e-06,0.0655589,0.109578,3.79261e-08,-5.22134e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.838,1.1255e-06,0.0655589,0.109644,3.76526e-08,-5.18369e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.839,1.11739e-06,0.0655589,0.109709,3.73811e-08,-5.14631e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.84,1.10933e-06,0.0655589,0.109775,3.71115e-08,-5.1092e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.841,1.10133e-06,0.0655589,0.10984,3.68439e-08,-5.07235e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.842,1.09339e-06,0.0655589,0.109906,3.65782e-08,-5.03578e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.843,1.0855e-06,0.0655589,0.109972,3.63144e-08,-4.99946e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.844,1.07768e-06,0.0655589,0.110037,3.60526e-08,-4.96341e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
1.845,1.0699e-06,0.0655589,0.110103,3.57926e-08,-4.92762e-09,0.000450112,0.344411,0.704146,3.9934,0.00210343
